Departure,Return,Departure station,Return station,Membership Type,Covered distance (m),Duration (sec.),Departure battery voltage (mV),Return battery voltage (mV),Departure slot,Return slot,Stopover duration (sec.),Number of bike stopovers
2021-12-01 9:00,2021-12-01 9:00,0174 1st & Manitoba,0191 7th & Laurel,365 Plus,1602,381,3674,3813,22,8,0,0
2021-12-01 9:00,2021-12-01 9:00,0129 Richards & Robson,0015 Granville & Georgia,365 Corporate Standard,963,497,3853,3976,6,2,0,0
2021-12-01 9:00,2021-12-01 9:00,0087 Broughton & Burnaby,0122 Haro & Denman,365 Day Founding Plus,1170,227,3947,4051,13,14,0,0
2021-12-01 9:00,2021-12-01 9:00,0213 Pender & Gore,0213 Pender & Gore,365 Corporate Plus Renewal,2031,955,3932,4032,13,5,167,1
2021-12-01 9:00,2021-12-01 9:00,0041 Cardero & Robson,0035 Coal Harbour Community Centre,Community Pass,647,213,3756,3852,12,15,0,0
2021-12-01 9:00,2021-12-01 9:00,0028 Davie & Beach,0066 Anderson & 2nd,30 Day Pass,3504,669,3950,4100,23,27,0,0
2021-12-01 9:00,2021-12-01 9:00,0092 Chilco & Barclay,0048 Comox & Broughton,365 Corporate Standard,1094,423,3718,3764,2,6,0,0
2021-12-01 9:00,2021-12-01 9:00,0239 Grant & Commercial,0242 8th & Commercial,365 Standard,1002,239,3932,4093,1,34,0,0
2021-12-01 9:00,2021-12-01 9:00,0055 Keefer & Columbia,0030 Abbott & Cordova,365 Corporate Plus,812,255,4127,4254,4,13,0,0
2021-12-01 9:00,2021-12-01 9:00,0154 Kitsilano Beach Park,0026 Beatty & Robson,365 Standard,7863,1559,3810,4056,6,5,0,0
2021-12-01 9:00,2021-12-01 9:00,0153 Arbutus Greenway & Fir,0191 7th & Laurel,365 Plus,1490,545,3740,3872,15,1,0,0
2021-12-01 9:00,2021-12-01 9:00,0119 3rd & Quebec,0034 Cordova & Bute,365 Plus,3418,885,3723,3864,8,1,0,0
2021-12-01 9:00,2021-12-01 9:00,0237 Glen & 6th,0174 1st & Manitoba,365 Corporate Standard,2215,545,3692,3808,16,32,0,0
2021-12-01 9:00,2021-12-01 9:00,0088 Harwood & Bute,0030 Abbott & Cordova,365 Plus,3097,777,3885,4082,1,2,0,0
2021-12-01 9:00,2021-12-01 9:00,0193 Science World,0006 Olympic Village Station,365 Plus,1611,490,3689,3811,6,6,0,0
2021-12-01 9:00,2021-12-01 9:00,0073 Ontario & 5th,0170 8th & Yukon,365 Standard,892,248,3977,4101,10,9,0,0
2021-12-01 9:00,2021-12-01 9:00,0212 Union & Dunlevy,0222 Adanac & McLean,Community Pass,1715,491,3656,3679,15,13,0,0
2021-12-01 9:00,2021-12-01 9:00,0174 1st & Manitoba,0193 Science World,365 Plus,612,152,3837,3979,15,8,0,0
2021-12-01 9:00,2021-12-01 9:00,0002 Burrard Station (Melville & Dunsmuir),0035 Coal Harbour Community Centre,365 Standard,816,265,3777,3889,20,13,0,0
2021-12-01 9:00,2021-12-01 9:00,0088 Harwood & Bute,0024 Hornby & Pender,365 Corporate Plus Renewal,2025,595,3900,4103,5,13,0,0
2021-12-01 9:00,2021-12-01 9:00,0048 Comox & Broughton,0008 8th & Ash,365 Corporate Plus Renewal,5209,1342,3860,4050,8,9,0,0
2021-12-01 9:00,2021-12-01 9:00,0174 1st & Manitoba,0069 7th & Granville,365 Standard,2869,739,3666,3940,13,3,0,0
2021-12-01 9:00,2021-12-01 10:00,0244 10th & Commercial,0001 10th & Cambie,365 Corporate Standard,3365,874,3652,3816,24,28,0,0
2021-12-01 9:00,2021-12-01 10:00,0065 Cypress & Cornwall,0170 8th & Yukon,30 Day Pass,3612,836,3895,3997,21,6,0,0
2021-12-01 9:00,2021-12-01 10:00,0028 Davie & Beach,0233 Thornton & National,365 Plus,5625,1684,3789,4034,8,4,0,0
2021-12-01 9:00,2021-12-01 10:00,0281 Windsor & 14th,0222 Adanac & McLean,VIP,3220,595,3856,3989,5,15,0,0
2021-12-01 9:00,2021-12-01 10:00,0206 8th & Scotia,0008 8th & Ash,365 Corporate Plus,1476,673,3700,3814,6,8,0,0
2021-12-01 9:00,2021-12-01 10:00,0044 Pacific & Richards,0055 Keefer & Columbia,365 Day Founding Standard,3185,738,3887,4061,3,10,0,0
2021-12-01 9:00,2021-12-01 10:00,0092 Chilco & Barclay,0173 1st & Columbia,365 Plus,6691,2677,3934,4085,12,13,0,0
2021-12-01 9:00,2021-12-01 15:00,0250 Woodland & 4th,0065 Cypress & Cornwall,365 Plus,9425,1946,0,4187,,2,0,0
2021-12-01 10:00,2021-12-01 10:00,0089 Burrard & Drake,0024 Hornby & Pender,365 Standard,1470,329,3813,3908,19,8,0,0
2021-12-01 10:00,2021-12-01 10:00,0064 Expo & Smithe,0079 Nelson & Richards,365 Standard,724,386,3771,3866,10,3,0,0
2021-12-01 10:00,2021-12-01 10:00,0011 Ontario & Seawall,0107 8th & Ontario,Community Pass,929,290,4047,4135,5,10,0,0
2021-12-01 10:00,2021-12-01 10:00,0053 Keefer & Abbott,0073 Ontario & 5th,365 Corporate Standard Renewal,1913,462,3911,4042,28,3,0,0
2021-12-01 10:00,2021-12-01 10:00,0187 Bute & Davie,0122 Haro & Denman,365 Standard,1392,235,3864,3961,13,10,0,0
2021-12-01 10:00,2021-12-01 10:00,0186 10th & Kingsway,0170 8th & Yukon,365 Day Pass Plus SALE,1388,340,3913,4021,20,9,0,0
2021-12-01 10:00,2021-12-01 10:00,0036 Bute & Robson,0015 Granville & Georgia,365 Corporate Plus Renewal,910,213,3645,3729,26,17,0,0
2021-12-01 10:00,2021-12-01 10:00,0041 Cardero & Robson,0201 Shaw Tower,365 Corporate Standard,1266,281,3848,3956,2,10,0,0
2021-12-01 10:00,2021-12-01 10:00,0006 Olympic Village Station,0053 Keefer & Abbott,30 Day Pass,0,476,3453,3500,8,26,0,0
2021-12-01 10:00,2021-12-01 10:00,0089 Burrard & Drake,0201 Shaw Tower,365 Plus,2031,510,3616,3789,17,4,0,0
2021-12-01 10:00,2021-12-01 10:00,0253 Charles & Woodland,0241 4th & Commercial,365 Plus,1018,554,3740,3824,10,6,0,0
2021-12-01 10:00,2021-12-01 10:00,0054 Expo & Carrall,0173 1st & Columbia,365 Corporate Standard Renewal,1684,701,3434,3545,13,11,0,0
2021-12-01 10:00,2021-12-01 10:00,0224 Pender & Commercial,0227 Campbell & Hastings,365 Standard,1319,429,3816,3879,8,1,0,0
2021-12-01 10:00,2021-12-01 10:00,0187 Bute & Davie,0099 Vancouver Art Gallery - North Plaza,Archived Monthly Plus,1476,334,3795,3893,10,17,0,0
2021-12-01 10:00,2021-12-01 10:00,0102 Stanley Park - Second Beach North,0102 Stanley Park - Second Beach North,24 Hour,0,38,3603,3721,3,3,0,0
2021-12-01 10:00,2021-12-01 10:00,0081 7th & Heather,0006 Olympic Village Station,30 Day Pass,363,194,3911,4063,6,1,0,0
2021-12-01 10:00,2021-12-01 10:00,0011 Ontario & Seawall,0017 Marinaside & Davie,365 Plus,1878,540,3918,4040,1,22,0,0
2021-12-01 10:00,2021-12-01 10:00,0008 8th & Ash,0173 1st & Columbia,Community Pass,1094,491,3913,4011,9,12,0,0
2021-12-01 10:00,2021-12-01 10:00,0112 10th & Oak,0070 10th & Granville,365 Corporate Plus Renewal,988,440,3705,3792,9,11,0,0
2021-12-01 10:00,2021-12-01 10:00,0050 Bute & Comox,0138 Richards & Helmcken,30 Day Pass,1078,381,3687,3843,20,4,0,0
2021-12-01 10:00,2021-12-01 10:00,0205 Pine & 10th,0170 8th & Yukon,365 Day Founding Plus,0,660,3648,3645,20,8,0,0
2021-12-01 10:00,2021-12-01 10:00,0098 Carrall & Hastings,0150 Alexander & Main,30 Day Pass,818,234,3758,3847,8,17,0,0
2021-12-01 10:00,2021-12-01 10:00,0028 Davie & Beach,0011 Ontario & Seawall,Community Pass,5331,1102,3860,4138,7,5,0,0
2021-12-01 10:00,2021-12-01 10:00,0019 Robson & Hornby,0300 Bute & Barclay,365 Plus,751,221,3872,3942,1,5,0,0
2021-12-01 10:00,2021-12-01 10:00,0189 Granville Island,0055 Keefer & Columbia,Community Pass,4145,953,3985,4116,10,4,0,0
2021-12-01 10:00,2021-12-01 10:00,0074 10th & Main,0001 10th & Cambie,365 Standard,920,217,3960,4124,9,5,0,0
2021-12-01 10:00,2021-12-01 10:00,0081 7th & Heather,0006 Olympic Village Station,365 Day Founding Standard,424,152,3976,4082,1,23,0,0
2021-12-01 10:00,2021-12-01 10:00,0096 Nicola & Robson,0019 Robson & Hornby,30 Day Pass,1072,307,3998,4111,13,24,0,0
2021-12-01 10:00,2021-12-01 10:00,0152 Arbutus Greenway & 14th,0152 Arbutus Greenway & 14th,VIP,2,17,3798,3889,15,13,0,0
2021-12-01 10:00,2021-12-01 10:00,0040 Cardero & Davie,0052 Cambie & Water,365 Plus,2811,634,3826,3993,18,28,0,0
2021-12-01 10:00,2021-12-01 10:00,0166 Alder & 11th,0112 10th & Oak,365 Plus,471,162,3916,3971,3,28,0,0
2021-12-01 10:00,2021-12-01 10:00,0087 Broughton & Burnaby,0032 Comox & Denman,365 Standard,833,264,3726,3771,7,14,0,0
2021-12-01 10:00,2021-12-01 10:00,0036 Bute & Robson,0189 Granville Island,24 Hour,5151,1415,3911,4072,16,10,0,0
2021-12-01 10:00,2021-12-01 10:00,0070 10th & Granville,0189 Granville Island,30 Day Pass,1396,297,3963,4021,14,10,0,0
2021-12-01 10:00,2021-12-01 10:00,0019 Robson & Hornby,0053 Keefer & Abbott,Community Pass,0,648,3589,3668,17,20,0,0
2021-12-01 10:00,2021-12-01 10:00,0130 Heather & 16th,0066 Anderson & 2nd,365 Day Pass Standard SALE,2652,587,3805,3918,4,2,0,0
2021-12-01 10:00,2021-12-01 10:00,0129 Richards & Robson,0005 Dunsmuir & Beatty,365 Corporate Standard,767,280,3968,4051,19,11,0,0
2021-12-01 10:00,2021-12-01 10:00,0192 7th &  Alder,0069 7th & Granville,30 Day Pass,545,185,3608,3660,9,14,0,0
2021-12-01 10:00,2021-12-01 10:00,0236 Keith & 6th,0287 Carolina & Great Northern Way,365 Standard,969,173,3810,3898,4,1,0,0
2021-12-01 10:00,2021-12-01 10:00,0009 Spyglass & Seawall,0077 Vanier Park,365 Standard,3259,1010,3932,4166,13,25,0,0
2021-12-01 10:00,2021-12-01 10:00,0219 Hawks & Union,0193 Science World,Community Pass,1615,440,3900,4038,10,15,0,0
2021-12-01 10:00,2021-12-01 10:00,0005 Dunsmuir & Beatty,0039 Helmcken & Burrard,365 Standard,1809,560,4000,4093,15,12,0,0
2021-12-01 10:00,2021-12-01 10:00,0278 15th & Victoria (Trout Lake),0058 Homer & Smithe,365 Plus,6340,1578,3753,3955,6,1,0,0
2021-12-01 10:00,2021-12-01 10:00,0040 Cardero & Davie,0037 Hornby & Nelson,30 Day Pass,1400,395,3914,3997,2,6,0,0
2021-12-01 10:00,2021-12-01 10:00,0014 Canada Place,0028 Davie & Beach,24 Hour,4788,1061,3881,3987,14,10,0,0
2021-12-01 10:00,2021-12-01 10:00,0170 8th & Yukon,0174 1st & Manitoba,365 Standard,1198,454,3913,4101,9,3,0,0
2021-12-01 10:00,2021-12-01 10:00,0044 Pacific & Richards,0108 1st & Chestnut,Community Pass,1921,643,3843,3937,4,25,0,0
2021-12-01 10:00,2021-12-01 10:00,0048 Comox & Broughton,0041 Cardero & Robson,365 Standard,708,192,3727,3800,10,12,0,0
2021-12-01 10:00,2021-12-01 10:00,0126 Thurlow & Pendrell,0024 Hornby & Pender,365 Plus,1615,587,3821,3929,14,19,0,0
2021-12-01 10:00,2021-12-01 10:00,0177 Quebec & 1st,0017 Marinaside & Davie,365 Day Founding Standard,2152,465,3990,4169,9,8,0,0
2021-12-01 10:00,2021-12-01 10:00,0140 Burrard & 7th,0069 7th & Granville,365 Day Founding Plus,596,239,3956,4040,1,2,0,0
2021-12-01 10:00,2021-12-01 10:00,0126 Thurlow & Pendrell,0126 Thurlow & Pendrell,365 Plus,0,70,3611,3697,12,12,0,0
2021-12-01 10:00,2021-12-01 10:00,0109 7th & Arbutus,0173 1st & Columbia,365 Standard,3685,839,3861,4063,3,3,0,0
2021-12-01 10:00,2021-12-01 10:00,0050 Bute & Comox,0154 Kitsilano Beach Park,30 Day Pass,2889,778,3843,3963,16,16,0,0
2021-12-01 10:00,2021-12-01 10:00,0174 1st & Manitoba,0237 Glen & 6th,365 Corporate Standard,2207,574,3727,3750,32,6,0,0
2021-12-01 10:00,2021-12-01 10:00,0050 Bute & Comox,0122 Haro & Denman,365 Standard,1170,222,3653,3731,2,12,0,0
2021-12-01 10:00,2021-12-01 10:00,0096 Nicola & Robson,0026 Beatty & Robson,365 Day Founding Plus,1958,558,3847,4000,6,19,0,0
2021-12-01 10:00,2021-12-01 10:00,0186 10th & Kingsway,0070 10th & Granville,365 Corporate Plus Renewal,3146,851,3803,4038,18,3,0,0
2021-12-01 10:00,2021-12-01 11:00,0041 Cardero & Robson,0191 7th & Laurel,365 Day Founding Plus,7583,1892,3947,4145,10,4,0,0
2021-12-01 10:00,2021-12-01 11:00,0166 Alder & 11th,0069 7th & Granville,365 Corporate Plus Renewal,914,477,3821,3860,14,10,0,0
2021-12-01 10:00,2021-12-01 11:00,0166 Alder & 11th,0069 7th & Granville,365 Corporate Plus Renewal,906,465,3860,3971,13,5,0,0
2021-12-01 10:00,2021-12-01 11:00,0014 Canada Place,0035 Coal Harbour Community Centre,365 Plus,10091,3072,3897,4129,19,18,0,0
2021-12-01 10:00,2021-12-01 11:00,0199 Georgia & Main,0190 Melville & Bute,365 Corporate Standard Renewal,2354,670,3818,4092,2,1,0,0
2021-12-01 10:00,2021-12-01 11:00,0122 Haro & Denman,0087 Broughton & Burnaby,365 Standard,1161,350,3956,4069,14,2,0,0
2021-12-01 10:00,2021-12-01 11:00,0099 Vancouver Art Gallery - North Plaza,0079 Nelson & Richards,365 Plus,931,509,3882,3930,9,15,0,0
2021-12-01 10:00,2021-12-01 11:00,0143 South False Creek Seawall,0171 5th & Yukon,365 Day Pass Plus SALE,2321,1262,3489,3624,6,3,0,0
2021-12-01 10:00,2021-12-01 11:00,0030 Abbott & Cordova,0073 Ontario & 5th,365 Standard,2278,576,3879,3990,20,4,0,0
2021-12-01 10:00,2021-12-01 11:00,0242 8th & Commercial,0098 Carrall & Hastings,Community Pass,9544,3446,3905,4213,34,3,453,1
2021-12-01 10:00,2021-12-01 11:00,0244 10th & Commercial,0005 Dunsmuir & Beatty,30 Day Pass,5013,1154,3761,3971,19,19,0,0
2021-12-01 10:00,2021-12-01 11:00,0102 Stanley Park - Second Beach North,0093 Chilco & Robson,24 Hour,4686,2871,3598,3777,3,5,0,0
2021-12-01 10:00,2021-12-01 11:00,0102 Stanley Park - Second Beach North,0093 Chilco & Robson,24 Hour,4727,2931,3690,3903,6,7,0,0
2021-12-01 10:00,2021-12-01 11:00,0115 Cypress & 16th,0099 Vancouver Art Gallery - North Plaza,365 Day Founding Standard,4326,1524,3682,3753,11,2,0,0
2021-12-01 10:00,2021-12-01 16:00,0079 Nelson & Richards,0024 Hornby & Pender,365 Corporate Standard Renewal,1321,435,3550,3432,7,20,0,0
2021-12-01 11:00,2021-12-01 11:00,0026 Beatty & Robson,0015 Granville & Georgia,365 Day Founding Plus,771,251,4059,4138,3,17,0,0
2021-12-01 11:00,2021-12-01 11:00,0035 Coal Harbour Community Centre,0014 Canada Place,365 Plus,1400,502,4063,4126,18,15,0,0
2021-12-01 11:00,2021-12-01 11:00,0040 Cardero & Davie,0032 Comox & Denman,30 Day Pass,465,143,3940,4001,16,17,0,0
2021-12-01 11:00,2021-12-01 11:00,0174 1st & Manitoba,0171 5th & Yukon,365 Plus,902,247,3974,4096,3,5,0,0
2021-12-01 11:00,2021-12-01 11:00,0005 Dunsmuir & Beatty,0125 Hamilton & Robson,Community Pass,494,202,3968,4051,11,8,0,0
2021-12-01 11:00,2021-12-01 11:00,0204 York & Yew,0027 Beatty & Nelson,365 Standard,3465,1146,3827,4087,1,6,0,0
2021-12-01 11:00,2021-12-01 11:00,0027 Beatty & Nelson,0219 Hawks & Union,365 Standard,2646,934,3984,4103,2,10,0,0
2021-12-01 11:00,2021-12-01 11:00,0016 Pender & Burrard,0014 Canada Place,24 Hour,1805,1022,3913,3842,25,12,0,0
2021-12-01 11:00,2021-12-01 11:00,0110 5th & Arbutus,0011 Ontario & Seawall,365 Plus,4810,1260,3637,3793,10,4,0,0
2021-12-01 11:00,2021-12-01 11:00,0066 Anderson & 2nd,0066 Anderson & 2nd,24 Hour,441,1054,4008,4100,23,17,0,0
2021-12-01 11:00,2021-12-01 11:00,0066 Anderson & 2nd,0066 Anderson & 2nd,24 Hour,453,1066,4043,4077,25,19,0,0
2021-12-01 11:00,2021-12-01 11:00,0281 Windsor & 14th,0012 Dunsmuir & Richards,365 Standard,4680,1154,3990,4177,14,21,0,0
2021-12-01 11:00,2021-12-01 11:00,0189 Granville Island,0069 7th & Granville,24 Hour,1284,701,3963,4080,10,7,0,0
2021-12-01 11:00,2021-12-01 11:00,0230 Alexander & Railway,0002 Burrard Station (Melville & Dunsmuir),365 Day Pass Plus SALE,2540,616,3998,4177,17,3,0,0
2021-12-01 11:00,2021-12-01 11:00,0031 Morton & Denman,0009 Spyglass & Seawall,30 Day Pass,6342,1435,3939,4138,19,1,0,0
2021-12-01 11:00,2021-12-01 11:00,0075 Arbutus & 10th,0069 7th & Granville,365 Standard,1435,309,3947,4088,1,4,0,0
2021-12-01 11:00,2021-12-01 11:00,0058 Homer & Smithe,0004 Yaletown-Roundhouse Station,365 Plus,604,194,3821,3918,1,12,0,0
2021-12-01 11:00,2021-12-01 11:00,0246 Glen & Broadway,0242 8th & Commercial,Community Pass,1016,325,3766,3906,4,33,0,0
2021-12-01 11:00,2021-12-01 11:00,0007 12th & Yukon (City Hall),0174 1st & Manitoba,365 Plus,1721,523,3898,4008,14,5,0,0
2021-12-01 11:00,2021-12-01 11:00,0026 Beatty & Robson,0148 Creekside Park North,365 Corporate Plus,1137,558,3769,3856,2,6,0,0
2021-12-01 11:00,2021-12-01 11:00,0041 Cardero & Robson,0040 Cardero & Davie,30 Day Pass,724,335,3671,3758,7,12,0,0
2021-12-01 11:00,2021-12-01 11:00,0150 Alexander & Main,0058 Homer & Smithe,365 Day Founding Plus,4277,1636,3777,3966,17,18,0,0
2021-12-01 11:00,2021-12-01 11:00,0107 8th & Ontario,0026 Beatty & Robson,365 Plus,2385,642,3990,4155,10,3,0,0
2021-12-01 11:00,2021-12-01 11:00,0173 1st & Columbia,0066 Anderson & 2nd,24 Hour,3236,1347,3969,4121,13,23,0,0
2021-12-01 11:00,2021-12-01 11:00,0173 1st & Columbia,0066 Anderson & 2nd,24 Hour,3220,1373,3903,4122,15,25,0,0
2021-12-01 11:00,2021-12-01 11:00,0074 10th & Main,0119 3rd & Quebec,Community Pass,1049,222,3827,3934,7,2,0,0
2021-12-01 11:00,2021-12-01 11:00,0035 Coal Harbour Community Centre,0177 Quebec & 1st,30 Day Pass,3502,965,4026,4190,10,3,0,0
2021-12-01 11:00,2021-12-01 11:00,0212 Union & Dunlevy,0019 Robson & Hornby,30 Day Pass,2387,741,3906,4024,13,7,0,0
2021-12-01 11:00,2021-12-01 11:00,0035 Coal Harbour Community Centre,0177 Quebec & 1st,30 Day Pass,3534,1021,3779,3971,13,9,0,0
2021-12-01 11:00,2021-12-01 11:00,0005 Dunsmuir & Beatty,0031 Morton & Denman,30 Day Pass,5623,1288,3863,4021,19,19,0,0
2021-12-01 11:00,2021-12-01 11:00,0011 Ontario & Seawall,0078 Nelson & Mainland,365 Standard,2088,695,3686,3823,4,1,0,0
2021-12-01 11:00,2021-12-01 11:00,0060 Bidwell & Burnaby,0138 Richards & Helmcken,365 Standard,2001,718,3847,3913,22,2,0,0
2021-12-01 11:00,2021-12-01 11:00,0041 Cardero & Robson,0016 Pender & Burrard,365 Plus,1404,406,3976,4055,14,16,0,0
2021-12-01 11:00,2021-12-01 11:00,0138 Richards & Helmcken,0124 Richards & Cordova,365 Day Founding Standard,1237,355,3782,3868,4,9,0,0
2021-12-01 11:00,2021-12-01 11:00,0015 Granville & Georgia,0096 Nicola & Robson,365 Corporate Standard,1515,470,3645,3810,17,3,0,0
2021-12-01 11:00,2021-12-01 11:00,0002 Burrard Station (Melville & Dunsmuir),0136 David Lam Park - West,365 Plus,14957,3452,3666,3910,3,4,0,0
2021-12-01 11:00,2021-12-01 11:00,0039 Helmcken & Burrard,0017 Marinaside & Davie,30 Day Pass,1362,406,3814,3932,2,3,0,0
2021-12-01 11:00,2021-12-01 11:00,0193 Science World,0073 Ontario & 5th,365 Day Founding Standard,896,337,3742,3914,6,2,0,0
2021-12-01 11:00,2021-12-01 12:00,0227 Campbell & Hastings,0161 Alexander & Dunlevy,Community Pass,1143,462,3771,3868,13,5,0,0
2021-12-01 11:00,2021-12-01 12:00,0112 10th & Oak,0172 10th & Columbia,365 Day Founding Standard,1270,379,3990,4100,8,5,0,0
2021-12-01 11:00,2021-12-01 12:00,0014 Canada Place,0287 Carolina & Great Northern Way,365 Standard,4261,1198,3887,4119,6,14,0,0
2021-12-01 11:00,2021-12-01 12:00,0024 Hornby & Pender,0039 Helmcken & Burrard,365 Standard,1137,404,3843,3935,8,10,0,0
2021-12-01 11:00,2021-12-01 12:00,0014 Canada Place,0201 Shaw Tower,24 Hour,3687,1494,3734,3906,10,16,0,0
2021-12-01 11:00,2021-12-01 12:00,0066 Anderson & 2nd,0057 Marinaside & Cooperage,24 Hour,2801,1723,4003,4063,19,12,0,0
2021-12-01 11:00,2021-12-01 12:00,0066 Anderson & 2nd,0057 Marinaside & Cooperage,24 Hour,2805,1752,3998,4121,17,10,0,0
2021-12-01 11:00,2021-12-01 12:00,0009 Spyglass & Seawall,0148 Creekside Park North,30 Day Pass,2585,656,4040,4172,1,11,0,0
2021-12-01 11:00,2021-12-01 12:00,0174 1st & Manitoba,0258 13th & St George,365 Corporate Plus Renewal,2303,784,3893,4079,5,13,0,0
2021-12-01 11:00,2021-12-01 12:00,0098 Carrall & Hastings,0150 Alexander & Main,Community Pass,835,3433,4072,4156,3,16,2992,1
2021-12-01 11:00,2021-12-01 12:00,0159 Vine & 4th,0084 Beach & Broughton,Community Pass,11024,2153,3740,4013,15,5,0,0
2021-12-01 11:00,2021-12-01 12:00,0132 14th & Ontario,0071 14th & Granville,365 Day Pass Plus SALE,3138,1057,3831,4018,3,9,0,0
2021-12-01 11:00,2021-12-01 12:00,0252 Woodland & Graveley,0252 Woodland & Graveley,24 Hour,17861,5544,3658,4035,6,6,0,0
2021-12-01 11:00,2021-12-01 13:00,0015 Granville & Georgia,0129 Richards & Robson,30 Day Pass,7532,6205,3776,3930,10,6,0,0
2021-12-01 11:00,2021-12-01 14:00,0053 Keefer & Abbott,0053 Keefer & Abbott,24 Hour,35861,9577,3561,3951,9,7,0,0
2021-12-01 11:00,2021-12-01 18:00,0006 Olympic Village Station,0193 Science World,365 Plus,1586,431,0,3971,,4,0,0
2021-12-01 12:00,2021-12-01 12:00,0050 Bute & Comox,0089 Burrard & Drake,365 Plus,855,250,3650,3734,17,19,0,0
2021-12-01 12:00,2021-12-01 12:00,0058 Homer & Smithe,0025 Homer & Robson (Vancouver Public Library),365 Corporate Plus Renewal,224,146,3805,3839,2,6,0,0
2021-12-01 12:00,2021-12-01 12:00,0088 Harwood & Bute,0039 Helmcken & Burrard,Community Pass,867,309,3724,3855,1,2,0,0
2021-12-01 12:00,2021-12-01 12:00,0177 Quebec & 1st,0173 1st & Columbia,Community Pass,524,163,3982,4032,19,15,0,0
2021-12-01 12:00,2021-12-01 12:00,0201 Shaw Tower,0024 Hornby & Pender,365 Plus,557,278,3843,4040,7,8,0,0
2021-12-01 12:00,2021-12-01 12:00,0078 Nelson & Mainland,0026 Beatty & Robson,365 Standard,528,168,3932,3982,2,2,0,0
2021-12-01 12:00,2021-12-01 12:00,0265 St Catherines & 10th,0244 10th & Commercial,365 Corporate Standard Renewal,1145,289,3955,4013,6,24,0,0
2021-12-01 12:00,2021-12-01 12:00,0192 7th &  Alder,0098 Carrall & Hastings,365 Corporate Plus Renewal,4188,827,3882,3998,2,8,0,0
2021-12-01 12:00,2021-12-01 12:00,0273 Victoria & 4th,0274 Victoria & 10th,Community Pass,626,190,3758,3913,1,1,0,0
2021-12-01 12:00,2021-12-01 12:00,0012 Dunsmuir & Richards,0005 Dunsmuir & Beatty,365 Day Founding Plus,1876,790,4076,4187,21,11,0,0
2021-12-01 12:00,2021-12-01 12:00,0012 Dunsmuir & Richards,0005 Dunsmuir & Beatty,365 Day Founding Plus,1917,793,3563,3616,20,15,0,0
2021-12-01 12:00,2021-12-01 12:00,0041 Cardero & Robson,0008 8th & Ash,365 Standard,3787,1000,3679,3798,3,14,0,0
2021-12-01 12:00,2021-12-01 12:00,0075 Arbutus & 10th,0153 Arbutus Greenway & Fir,Community Pass,1290,515,3727,3798,3,8,0,0
2021-12-01 12:00,2021-12-01 12:00,0218 Carrall & Seawall,0193 Science World,24 Hour,565,240,3963,4037,7,5,0,0
2021-12-01 12:00,2021-12-01 12:00,0218 Carrall & Seawall,0193 Science World,24 Hour,565,265,3919,4003,4,6,0,0
2021-12-01 12:00,2021-12-01 12:00,0037 Hornby & Nelson,0024 Hornby & Pender,365 Corporate Plus Renewal,865,333,3887,3968,17,12,0,0
2021-12-01 12:00,2021-12-01 12:00,0138 Richards & Helmcken,0063 Robson & Granville,365 Standard,753,232,3861,3903,2,28,0,0
2021-12-01 12:00,2021-12-01 12:00,0297 6th & Prince Edward,0014 Canada Place,365 Corporate Standard Renewal,4265,1262,3947,4156,1,22,0,0
2021-12-01 12:00,2021-12-01 12:00,0187 Bute & Davie,0123 Georgia & Thurlow,30 Day Pass,1021,476,3932,4005,11,10,0,0
2021-12-01 12:00,2021-12-01 12:00,0115 Cypress & 16th,0154 Kitsilano Beach Park,365 Plus,2370,1167,3987,4103,10,18,0,0
2021-12-01 12:00,2021-12-01 12:00,0025 Homer & Robson (Vancouver Public Library),0019 Robson & Hornby,365 Standard,592,252,3839,3922,5,17,0,0
2021-12-01 12:00,2021-12-01 12:00,0047 Chilco & Beach,0137 Beach & Seymour,365 Standard,2262,506,3671,3795,8,2,0,0
2021-12-01 12:00,2021-12-01 12:00,0039 Helmcken & Burrard,0004 Yaletown-Roundhouse Station,365 Standard,912,281,3808,3913,10,9,0,0
2021-12-01 12:00,2021-12-01 12:00,0019 Robson & Hornby,0012 Dunsmuir & Richards,365 Plus,827,328,4092,4184,8,15,0,0
2021-12-01 12:00,2021-12-01 12:00,0100 Stanley Park - Prospect Point,0102 Stanley Park - Second Beach North,24 Hour,3459,1273,3803,3997,20,4,0,0
2021-12-01 12:00,2021-12-01 12:00,0100 Stanley Park - Prospect Point,0102 Stanley Park - Second Beach North,24 Hour,3530,1352,3843,4029,22,3,0,0
